名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
7- 9.,"511,014.7 ","289,974.5 ","284,074.2 ","234,751.6 ","16,843.7 ","72,421.5 ","1,987.1 ","97,640.8 ","25,226.4 ",-132.8 ,"7,053.5 ","76,285.4 ","69,232.0 ",,"13,739.7 ","17,804.8 ","4,065.1 ","524,754.4 ",,"503,961.2 ","381,226.8 ","122,734.4 ",,"114,491.5 ",,"509,160.4 ",,,,,,
10-12.,"505,065.4 ","285,567.0 ","279,579.7 ","230,201.2 ","17,394.2 ","72,032.4 ","2,361.8 ","97,492.5 ","24,629.2 ",-47.8 ,"5,636.1 ","75,887.9 ","70,251.8 ",,"13,989.1 ","18,266.1 ","4,277.1 ","519,054.5 ",,"499,429.3 ","377,355.4 ","122,073.9 ",,"114,055.8 ",,"502,751.5 ",,,,,,
2011/ 1- 3.,"498,650.2 ","281,209.0 ","275,050.3 ","225,690.7 ","18,002.4 ","73,478.2 ","1,099.2 ","98,580.6 ","24,280.7 ",-23.6 ,"2,023.6 ","75,727.2 ","73,703.6 ",,"14,673.8 ","18,909.9 ","4,236.1 ","513,324.1 ",,"496,626.6 ","373,788.8 ","122,837.8 ",,"115,761.3 ",,"497,574.6 ",,,,,,
4- 6.,"490,873.1 ","282,581.1 ","276,230.3 ","227,008.8 ","17,658.5 ","71,931.3 ",686.9 ,"98,869.9 ","24,951.1 ",16.9 ,"-5,822.6 ","70,055.3 ","75,877.9 ",,"14,623.3 ","18,677.4 ","4,054.1 ","505,496.4 ",,"496,695.7 ","372,857.8 ","123,837.9 ",,"114,540.9 ",,"490,169.3 ",,,,,,
7- 9.,"501,107.7 ","286,549.0 ","280,041.3 ","230,778.4 ","18,399.5 ","73,821.4 ","1,457.3 ","99,126.0 ","24,288.3 ",84.1 ,"-2,618.0 ","76,072.4 ","78,690.4 ",,"14,560.6 ","18,631.4 ","4,070.8 ","515,668.3 ",,"503,725.7 ","380,227.3 ","123,498.4 ",,"116,509.2 ",,"499,566.3 ",,,,,,
10-12.,"500,073.0 ","288,273.4 ","281,652.3 ","232,358.8 ","18,053.3 ","76,613.8 ",700.2 ,"99,292.8 ","23,422.5 ",13.9 ,"-6,297.0 ","72,423.9 ","78,720.9 ",,"13,750.2 ","17,836.8 ","4,086.6 ","513,823.2 ",,"506,370.0 ","383,640.7 ","122,729.2 ",,"118,089.6 ",,"499,358.9 ",,,,,,
2012/ 1- 3.,"507,400.5 ","289,775.5 ","283,087.6 ","233,728.3 ","17,762.8 ","76,730.1 ","3,480.6 ","100,415.3 ","24,797.7 ",11.1 ,"-5,572.6 ","74,563.7 ","80,136.3 ",,"13,706.9 ","17,874.6 ","4,167.6 ","521,107.4 ",,"512,973.1 ","387,749.0 ","125,224.1 ",,"119,290.5 ",,"503,908.7 ",,,,,,
4- 6.,"500,336.3 ","289,123.8 ","282,346.6 ","232,940.8 ","18,126.9 ","76,479.1 ",315.3 ,"99,223.5 ","25,078.7 ",71.0 ,"-8,082.1 ","73,616.8 ","81,698.8 ",,"13,621.3 ","18,183.1 ","4,561.8 ","513,957.5 ",,"508,418.3 ","384,045.1 ","124,373.2 ",,"119,684.7 ",,"499,950.0 ",,,,,,
7- 9.,"497,581.3 ","286,871.4 ","279,984.6 ","230,564.4 ","18,412.3 ","75,586.8 ","1,189.9 ","99,813.8 ","24,516.1 ",85.5 ,"-8,894.5 ","70,986.0 ","79,880.5 ",,"13,969.8 ","17,994.7 ","4,024.9 ","511,551.1 ",,"506,475.8 ","382,060.5 ","124,415.3 ",,"118,515.2 ",,"496,305.9 ",,,,,,
10-12.,"497,101.4 ","288,889.1 ","281,952.8 ","232,474.2 ","18,916.2 ","75,475.2 ",-370.3 ,"100,312.9 ","24,079.5 ",16.7 ,"-10,218.0 ","69,424.4 ","79,642.5 ",,"14,217.6 ","18,835.0 ","4,617.4 ","511,319.0 ",,"507,319.4 ","382,910.3 ","124,409.1 ",,"118,470.9 ",,"497,455.0 ",,,,,,
2013/ 1- 3.,"503,004.5 ","293,155.6 ","286,232.9 ","236,699.4 ","19,221.4 ","75,634.5 ",197.5 ,"100,461.2 ","24,591.1 ",-102.7 ,"-10,154.0 ","76,394.5 ","86,548.5 ",,"15,528.6 ","20,572.0 ","5,043.4 ","518,533.1 ",,"513,158.5 ","388,209.0 ","124,949.6 ",,"119,447.0 ",,"502,909.8 ",,,,,,
4- 6.,"507,643.6 ","295,058.4 ","288,099.7 ","238,519.1 ","19,550.3 ","78,410.5 ","-2,284.6 ","101,139.6 ","25,581.6 ",57.5 ,"-9,869.8 ","80,970.3 ","90,840.1 ",,"19,232.6 ","25,050.4 ","5,817.8 ","526,876.2 ",,"517,513.4 ","390,734.6 ","126,778.7 ",,"123,542.5 ",,"509,870.7 ",,,,,,
7- 9.,"512,889.2 ","297,219.7 ","290,202.5 ","240,566.5 ","20,439.7 ","79,745.4 ",-706.3 ,"101,339.6 ","27,104.7 ",-58.3 ,"-12,195.3 ","82,061.6 ","94,257.0 ",,"17,439.2 ","24,061.9 ","6,622.7 ","530,328.3 ",,"525,084.5 ","396,698.5 ","128,386.0 ",,"127,289.8 ",,"513,653.7 ",,,,,,
10-12.,"512,343.6 ","298,038.2 ","291,085.5 ","241,444.2 ","21,356.4 ","80,601.3 ",96.0 ,"101,195.1 ","27,684.4 ",95.0 ,"-16,722.7 ","81,605.3 ","98,328.0 ",,"17,690.6 ","23,940.5 ","6,249.9 ","530,034.2 ",,"529,066.4 ","400,091.9 ","128,974.5 ",,"129,642.1 ",,"512,152.6 ",,,,,,
2014/ 1- 3.,"516,728.6 ","304,638.3 ","297,875.6 ","248,241.9 ","21,686.1 ","82,793.1 ","-2,607.3 ","102,079.2 ","27,271.2 ",111.7 ,"-19,243.7 ","86,824.4 ","106,068.1 ",,"17,662.3 ","24,891.9 ","7,229.6 ","534,390.9 ",,"535,972.3 ","406,510.2 ","129,462.1 ",,"131,750.4 ",,"519,224.2 ",,,,,,
4- 6.,"517,972.0 ","295,063.6 ","288,596.9 ","239,035.5 ","20,425.6 ","81,534.4 ","2,916.5 ","103,141.6 ","26,951.2 ",115.2 ,"-12,176.0 ","87,809.1 ","99,985.1 ",,"17,873.5 ","25,472.5 ","7,599.0 ","535,845.6 ",,"530,148.0 ","399,940.1 ","130,207.9 ",,"128,911.1 ",,"514,940.3 ",,,,,,
7- 9.,"518,271.0 ","297,800.5 ","291,572.8 ","242,056.5 ","19,365.9 ","82,314.2 ",-361.3 ,"104,004.8 ","27,785.1 ",194.2 ,"-12,832.3 ","90,921.4 ","103,753.7 ",,"19,771.9 ","27,577.2 ","7,805.3 ","538,042.9 ",,"531,103.3 ","399,119.2 ","131,984.1 ",,"129,465.2 ",,"518,438.1 ",,,,,,
10-12.,"521,993.0 ","298,039.8 ","291,798.2 ","242,331.6 ","19,404.4 ","83,111.8 ","-1,357.9 ","104,371.3 ","27,785.6 ",22.0 ,"-9,383.9 ","95,652.4 ","105,036.4 ",,"22,340.3 ","30,726.2 ","8,385.9 ","544,333.3 ",,"531,377.0 ","399,198.2 ","132,178.8 ",,"130,301.8 ",,"523,328.9 ",,,,,,
2015/ 1- 3.,"534,717.7 ","299,229.5 ","292,725.6 ","243,310.1 ","19,963.5 ","87,422.0 ",-170.2 ,"105,104.4 ","26,751.8 ",90.2 ,"-3,673.5 ","95,302.1 ","98,975.6 ",,"20,143.1 ","28,528.5 ","8,385.4 ","554,860.9 ",,"538,391.3 ","406,444.9 ","131,946.4 ",,"134,137.4 ",,"534,797.7 ",,,,,,
4- 6.,"538,362.1 ","300,799.7 ","294,006.4 ","244,612.6 ","20,330.7 ","86,490.7 ","2,701.2 ","104,903.0 ","26,526.8 ",-51.3 ,"-3,338.9 ","93,551.8 ","96,890.7 ",,"21,419.5 ","29,939.4 ","8,519.9 ","559,781.6 ",,"541,700.9 ","410,322.4 ","131,378.5 ",,"133,348.2 ",,"535,712.1 ",,,,,,
7- 9.,"539,879.3 ","301,434.6 ","294,451.7 ","245,101.5 ","20,487.6 ","87,833.6 ",757.1 ,"105,506.8 ","26,560.5 ",-68.9 ,"-2,631.9 ","95,578.6 ","98,210.5 ",,"21,094.2 ","30,268.9 ","9,174.7 ","560,973.5 ",,"542,511.2 ","410,512.8 ","131,998.4 ",,"134,881.7 ",,"539,191.1 ",,,,,,
10-12.,"539,256.4 ","298,920.8 ","291,808.0 ","242,502.7 ","20,429.3 ","87,314.5 ",958.7 ,"106,726.4 ","27,084.1 ",-42.1 ,"-2,135.2 ","90,829.8 ","92,965.0 ",,"22,012.0 ","31,441.6 ","9,429.6 ","561,268.4 ",,"541,391.6 ","407,623.2 ","133,768.4 ",,"134,827.8 ",,"538,339.8 ",,,,,,
2016/ 1- 3.,"545,086.2 ","297,984.3 ","290,803.4 ","241,571.2 ","20,357.7 ","86,320.8 ","1,168.5 ","108,022.7 ","27,760.9 ",-42.0 ,"3,513.4 ","87,983.8 ","84,470.4 ",,"20,135.4 ","29,310.2 ","9,174.9 ","565,221.6 ",,"541,572.8 ","405,831.2 ","135,741.6 ",,"134,439.4 ",,"543,959.8 ",,,,,,
4- 6.,"543,661.4 ","296,811.9 ","289,536.1 ","240,375.1 ","20,877.3 ","86,225.2 ","2,630.1 ","106,408.0 ","26,804.8 ",-189.3 ,"4,093.4 ","85,631.9 ","81,538.5 ",,"18,963.3 ","28,694.5 ","9,731.2 ","562,624.7 ",,"539,568.0 ","406,544.5 ","133,023.5 ",,"133,907.3 ",,"541,220.5 ",,,,,,
7- 9.,"543,548.0 ","297,138.6 ","289,745.9 ","240,676.8 ","21,219.7 ","86,491.9 ",174.7 ,"106,781.8 ","26,951.8 ",-283.4 ,"5,073.0 ","85,822.5 ","80,749.5 ",,"18,240.5 ","28,280.3 ","10,039.8 ","561,788.5 ",,"538,475.0 ","405,024.8 ","133,450.1 ",,"134,663.4 ",,"543,656.8 ",,,,,,
10-12.,"544,514.3 ","298,800.2 ","291,347.3 ","242,340.7 ","21,459.6 ","87,279.7 ","-1,504.0 ","106,899.3 ","27,087.8 ",-309.0 ,"4,800.7 ","89,850.1 ","85,049.4 ",,"18,465.1 ","28,524.5 ","10,059.4 ","562,979.4 ",,"539,713.6 ","406,035.5 ","133,678.1 ",,"135,827.1 ",,"546,327.3 ",,,,,,
2017/ 1- 3.,"547,328.0 ","300,715.2 ","293,267.9 ","244,305.6 ","21,452.4 ","87,891.9 ",-695.6 ,"107,148.2 ","27,514.2 ",-324.4 ,"3,626.2 ","95,439.6 ","91,813.4 ",,"20,833.3 ","31,263.4 ","10,430.1 ","568,161.4 ",,"543,701.8 ","409,363.8 ","134,338.0 ",,"136,858.5 ",,"548,348.0 ",,,,,,
4- 6.,"551,084.8 ","302,755.4 ","295,264.6 ","246,358.5 ","21,694.6 ","88,795.7 ",44.7 ,"107,069.2 ","27,840.6 ",118.3 ,"2,766.4 ","94,823.1 ","92,056.6 ",,"19,656.3 ","30,328.9 ","10,672.6 ","570,741.2 ",,"548,318.4 ","413,290.4 ","135,028.0 ",,"138,330.9 ",,"550,921.9 ",,,,,,
7- 9.,"557,065.7 ","301,419.6 ","293,852.4 ","244,980.0 ","21,645.8 ","89,870.9 ","2,288.8 ","107,605.2 ","27,544.8 ",89.4 ,"6,601.2 ","98,393.1 ","91,791.8 ",,"21,139.1 ","31,570.6 ","10,431.5 ","578,204.8 ",,"550,464.5 ","415,225.1 ","135,239.4 ",,"139,061.4 ",,"554,687.5 ",,,,,,
10-12.,"556,762.4 ","303,303.0 ","295,809.4 ","246,985.0 ","21,054.0 ","90,442.3 ","3,051.0 ","107,610.2 ","27,615.3 ",103.2 ,"3,583.3 ","100,227.8 ","96,644.5 ",,"20,468.6 ","31,543.0 ","11,074.4 ","577,230.9 ",,"553,179.1 ","417,850.4 ","135,328.7 ",,"139,111.7 ",,"553,608.1 ",,,,,,
2018/ 1- 3.,"557,957.0 ","304,747.0 ","297,479.8 ","248,704.7 ","20,665.9 ","91,335.3 ","1,267.8 ","108,709.7 ","27,882.2 ",63.9 ,"3,285.3 ","101,501.3 ","98,216.1 ",,"19,951.3 ","31,971.2 ","12,019.9 ","577,908.3 ",,"554,671.7 ","418,016.0 ","136,655.8 ",,"139,883.4 ",,"556,625.4 ",,,,,,
4- 6.,"559,380.1 ","304,599.1 ","297,671.2 ","248,938.8 ","20,153.2 ","92,670.0 ","1,930.2 ","108,939.7 ","28,733.6 ",-35.7 ,"2,390.0 ","102,164.2 ","99,774.2 ",,"21,677.4 ","33,599.6 ","11,922.2 ","581,057.5 ",,"556,990.0 ","419,352.4 ","137,637.6 ",,"141,556.8 ",,"557,485.6 ",,,,,,
7- 9.,"554,610.2 ","305,121.9 ","298,472.3 ","249,761.5 ","20,248.0 ","90,385.1 ","2,099.8 ","108,797.8 ","28,434.2 ",-18.4 ,-458.2 ,"101,959.4 ","102,417.6 ",,"21,588.4 ","33,711.1 ","12,122.7 ","576,198.7 ",,"555,068.4 ","417,854.8 ","137,213.7 ",,"139,067.3 ",,"552,528.9 ",,,,,,
10-12.,"552,966.1 ","304,733.1 ","298,089.7 ","249,435.5 ","20,567.8 ","92,310.0 ","3,183.8 ","109,008.9 ","27,985.9 ",-66.6 ,"-4,756.9 ","102,025.8 ","106,782.7 ",,"22,135.4 ","34,559.3 ","12,423.9 ","575,101.5 ",,"557,723.0 ","420,794.8 ","136,928.2 ",,"140,863.8 ",,"549,848.9 ",,,,,,
2019/ 1- 3.,"558,465.1 ","305,161.3 ","298,252.9 ","249,616.8 ","21,148.8 ","92,625.1 ","1,413.4 ","109,713.3 ","28,558.5 ",-149.0 ,-6.3 ,"98,877.2 ","98,883.5 ",,"21,582.1 ","33,681.6 ","12,099.6 ","580,047.1 ",,"558,471.4 ","420,348.6 ","138,122.8 ",,"142,332.4 ",,"557,200.6 ",,,,,,
4- 6.,"562,037.5 ","306,309.2 ","299,227.4 ","250,619.1 ","21,534.2 ","92,870.6 ","3,451.1 ","111,101.9 ","28,838.7 ",-25.1 ,"-2,043.0 ","97,950.0 ","99,993.1 ",,"22,074.5 ","34,588.7 ","12,514.2 ","584,112.1 ",,"564,080.6 ","424,165.1 ","139,915.5 ",,"143,243.5 ",,"558,611.6 ",,,,,,
7- 9.,"561,747.0 ","307,698.6 ","300,550.1 ","251,963.0 ","21,696.0 ","94,875.6 ",179.9 ,"111,547.6 ","29,285.7 ",-56.0 ,"-3,480.5 ","96,753.4 ","100,233.9 ",,"22,326.7 ","35,390.2 ","13,063.5 ","584,073.7 ",,"565,227.5 ","424,450.1 ","140,777.4 ",,"145,857.3 ",,"561,623.1 ",,,,,,
10-12.,"551,255.3 ","299,166.6 ","291,724.7 ","243,133.4 ","21,661.4 ","88,600.0 ",784.1 ,"112,482.6 ","29,602.1 ",36.5 ,"-1,078.1 ","96,262.2 ","97,340.3 ",,"21,256.9 ","33,910.8 ","12,653.9 ","572,512.2 ",,"552,333.4 ","410,212.1 ","142,121.3 ",,"139,863.5 ",,"550,434.6 ",,,,,,
2020/ 1- 3.,"553,942.1 ","301,260.6 ","293,301.6 ","244,725.0 ","20,687.4 ","91,015.1 ",670.8 ,"112,220.3 ","29,344.4 ",28.0 ,"-1,284.3 ","92,351.7 ","93,636.0 ",,"21,372.7 ","33,006.3 ","11,633.6 ","575,314.9 ",,"555,226.5 ","413,633.9 ","141,592.6 ",,"141,046.9 ",,"553,243.4 ",,,,,,
4- 6.,"511,942.7 ","274,775.0 ","266,192.1 ","217,621.8 ","20,473.5 ","83,956.7 ","1,499.4 ","111,604.9 ","30,374.0 ",-38.4 ,"-10,702.3 ","72,601.6 ","83,303.9 ",,"17,924.5 ","28,375.8 ","10,451.3 ","529,867.2 ",,"522,645.1 ","380,704.5 ","141,940.6 ",,"134,804.3 ",,"510,481.8 ",,,,,,
7- 9.,"538,207.3 ","288,504.0 ","279,385.5 ","230,836.4 ","19,517.2 ","83,684.7 ",38.0 ,"114,395.2 ","30,987.2 ",19.0 ,"1,062.0 ","80,384.3 ","79,322.3 ",,"18,567.0 ","29,140.7 ","10,573.7 ","556,774.3 ",,"537,145.3 ","391,743.9 ","145,401.4 ",,"134,189.1 ",,"538,150.3 ",,,,,,
10-12.,"547,634.4 ","293,231.4 ","283,849.4 ","235,324.4 ","19,476.3 ","84,688.8 ",-900.4 ,"114,423.3 ","31,164.4 ",-54.9 ,"5,605.5 ","89,512.8 ","83,907.3 ",,"19,799.0 ","29,312.6 ","9,513.6 ","567,433.4 ",,"542,028.9 ","396,496.1 ","145,532.8 ",,"135,329.4 ",,"548,589.6 ",,,,,,
2021/ 1- 3.,"543,529.5 ","291,113.4 ","281,743.4 ","233,203.7 ","19,926.1 ","85,449.7 ",-435.1 ,"114,519.5 ","30,946.2 ",-34.0 ,"2,043.8 ","93,977.1 ","91,933.3 ",,"20,131.2 ","30,450.6 ","10,319.5 ","563,660.7 ",,"541,485.7 ","396,054.0 ","145,431.8 ",,"136,322.0 ",,"543,998.6 ",,,,,,
4- 6.,"543,806.6 ","291,305.6 ","281,956.0 ","233,417.1 ","20,557.5 ","87,875.1 ",-430.8 ,"115,612.8 ","30,467.1 ",-44.4 ,"-1,536.4 ","98,988.9 ","100,525.2 ",,"20,730.9 ","31,396.6 ","10,665.6 ","564,537.5 ",,"545,343.0 ","399,307.4 ","146,035.5 ",,"138,899.8 ",,"544,281.9 ",,,,,,
7- 9.,"538,151.0 ","288,265.7 ","278,828.4 ","230,298.8 ","20,853.2 ","86,373.1 ",-60.7 ,"117,640.0 ","30,114.8 ",-135.7 ,"-4,899.1 ","100,182.4 ","105,081.6 ",,"20,817.3 ","30,988.0 ","10,170.7 ","558,968.3 ",,"543,050.2 ","395,431.1 ","147,619.0 ",,"137,341.0 ",,"538,347.5 ",,,,,,
＊年率で表示している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
