名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
7- 9.,"511,000.9 ","289,980.1 ","284,079.7 ","234,757.1 ","16,843.8 ","72,421.5 ","1,986.9 ","97,640.8 ","25,226.4 ",-132.8 ,"7,034.3 ","76,285.3 ","69,251.0 ",,"13,739.6 ","17,804.7 ","4,065.1 ","524,740.5 ",,"503,966.6 ","381,232.2 ","122,734.4 ",,"114,491.6 ",,"509,146.7 ",,,,,,
10-12.,"505,066.1 ","285,561.8 ","279,574.5 ","230,196.0 ","17,394.1 ","72,032.4 ","2,361.6 ","97,492.5 ","24,629.2 ",-47.8 ,"5,642.4 ","75,886.5 ","70,244.1 ",,"13,989.0 ","18,266.1 ","4,277.1 ","519,055.2 ",,"499,423.8 ","377,349.9 ","122,073.9 ",,"114,055.6 ",,"502,752.4 ",,,,,,
2011/ 1- 3.,"498,645.3 ","281,200.5 ","275,041.9 ","225,682.3 ","18,002.4 ","73,478.2 ","1,099.0 ","98,580.6 ","24,280.8 ",-23.6 ,"2,027.3 ","75,723.6 ","73,696.2 ",,"14,673.9 ","18,910.0 ","4,236.1 ","513,319.2 ",,"496,618.0 ","373,780.2 ","122,837.8 ",,"115,761.4 ",,"497,569.9 ",,,,,,
4- 6.,"490,891.6 ","282,591.6 ","276,240.9 ","227,019.3 ","17,658.6 ","71,931.3 ",687.5 ,"98,869.9 ","24,951.1 ",17.0 ,"-5,815.3 ","70,061.3 ","75,876.6 ",,"14,623.3 ","18,677.5 ","4,054.1 ","505,514.9 ",,"496,706.9 ","372,869.0 ","123,837.9 ",,"114,541.0 ",,"490,187.1 ",,,,,,
7- 9.,"501,094.8 ","286,552.6 ","280,044.8 ","230,781.9 ","18,399.6 ","73,821.4 ","1,457.2 ","99,126.0 ","24,288.2 ",84.1 ,"-2,634.3 ","76,069.9 ","78,704.2 ",,"14,560.4 ","18,631.3 ","4,070.9 ","515,655.1 ",,"503,729.1 ","380,230.7 ","123,498.3 ",,"116,509.2 ",,"499,553.5 ",,,,,,
10-12.,"500,072.7 ","288,268.5 ","281,647.4 ","232,353.9 ","18,053.2 ","76,613.7 ",700.3 ,"99,292.8 ","23,422.5 ",13.9 ,"-6,292.2 ","72,422.8 ","78,715.0 ",,"13,750.0 ","17,836.6 ","4,086.6 ","513,822.7 ",,"506,364.9 ","383,635.7 ","122,729.2 ",,"118,089.5 ",,"499,358.6 ",,,,,,
2012/ 1- 3.,"507,391.5 ","289,764.0 ","283,076.2 ","233,716.9 ","17,762.7 ","76,730.1 ","3,479.5 ","100,415.3 ","24,797.8 ",11.0 ,"-5,569.1 ","74,562.2 ","80,131.3 ",,"13,707.4 ","17,875.0 ","4,167.6 ","521,098.9 ",,"512,960.6 ","387,736.4 ","125,224.1 ",,"119,290.7 ",,"503,900.9 ",,,,,,
4- 6.,"500,355.4 ","289,137.7 ","282,360.5 ","232,954.7 ","18,126.9 ","76,479.1 ",316.3 ,"99,223.5 ","25,078.6 ",71.1 ,"-8,077.9 ","73,621.3 ","81,699.2 ",,"13,621.3 ","18,183.1 ","4,561.8 ","513,976.7 ",,"508,433.3 ","384,060.0 ","124,373.2 ",,"119,684.7 ",,"499,968.0 ",,,,,,
7- 9.,"497,575.0 ","286,874.5 ","279,987.7 ","230,567.5 ","18,412.4 ","75,586.9 ","1,190.4 ","99,813.9 ","24,516.1 ",85.5 ,"-8,904.6 ","70,983.1 ","79,887.7 ",,"13,969.1 ","17,994.3 ","4,025.2 ","511,544.1 ",,"506,479.6 ","382,064.2 ","124,415.4 ",,"118,515.4 ",,"496,299.1 ",,,,,,
10-12.,"497,098.5 ","288,884.1 ","281,947.8 ","232,469.2 ","18,916.2 ","75,475.0 ",-370.1 ,"100,312.9 ","24,079.2 ",16.6 ,"-10,215.4 ","69,423.7 ","79,639.1 ",,"14,217.4 ","18,834.8 ","4,617.4 ","511,315.9 ",,"507,313.9 ","382,905.2 ","124,408.8 ",,"118,470.4 ",,"497,452.0 ",,,,,,
2013/ 1- 3.,"502,993.4 ","293,140.6 ","286,217.8 ","236,684.4 ","19,221.3 ","75,634.6 ",195.2 ,"100,461.1 ","24,591.7 ",-102.8 ,"-10,148.2 ","76,396.1 ","86,544.3 ",,"15,529.9 ","20,573.1 ","5,043.2 ","518,523.3 ",,"513,141.6 ","388,191.7 ","124,950.0 ",,"119,447.5 ",,"502,901.0 ",,,,,,
4- 6.,"507,662.3 ","295,075.1 ","288,116.4 ","238,535.8 ","19,550.3 ","78,410.8 ","-2,283.3 ","101,139.6 ","25,581.3 ",57.7 ,"-9,869.2 ","80,970.9 ","90,840.1 ",,"19,232.9 ","25,050.5 ","5,817.7 ","526,895.2 ",,"517,531.5 ","390,752.9 ","126,778.6 ",,"123,542.4 ",,"509,887.9 ",,,,,,
7- 9.,"512,886.0 ","297,226.1 ","290,208.9 ","240,572.9 ","20,440.0 ","79,745.3 ",-706.0 ,"101,339.7 ","27,104.6 ",-58.3 ,"-12,205.3 ","82,059.2 ","94,264.6 ",,"17,437.5 ","24,060.7 ","6,623.3 ","530,323.5 ",,"525,091.3 ","396,705.4 ","128,386.0 ",,"127,289.9 ",,"513,650.3 ",,,,,,
10-12.,"512,330.8 ","298,030.5 ","291,077.8 ","241,436.5 ","21,356.5 ","80,600.0 ",99.4 ,"101,195.0 ","27,683.5 ",94.9 ,"-16,728.9 ","81,604.5 ","98,333.4 ",,"17,688.3 ","23,938.8 ","6,250.6 ","530,019.1 ",,"529,059.7 ","400,086.3 ","128,973.4 ",,"129,639.9 ",,"512,136.6 ",,,,,,
2014/ 1- 3.,"516,736.5 ","304,618.5 ","297,855.8 ","248,222.1 ","21,685.8 ","82,794.4 ","-2,614.4 ","102,079.1 ","27,273.8 ",111.7 ,"-19,212.4 ","86,829.9 ","106,042.3 ",,"17,668.8 ","24,896.0 ","7,227.2 ","534,405.3 ",,"535,948.9 ","406,484.3 ","129,464.6 ",,"131,754.0 ",,"519,239.3 ",,,,,,
4- 6.,"517,978.4 ","295,083.8 ","288,617.1 ","239,055.7 ","20,425.4 ","81,535.7 ","2,919.2 ","103,141.7 ","26,948.0 ",115.4 ,"-12,190.8 ","87,806.2 ","99,997.0 ",,"17,872.2 ","25,471.6 ","7,599.4 ","535,850.6 ",,"530,169.1 ","399,964.1 ","130,205.0 ",,"128,909.1 ",,"514,943.8 ",,,,,,
7- 9.,"518,271.5 ","297,813.8 ","291,586.1 ","242,069.8 ","19,366.5 ","82,312.6 ",-360.5 ,"104,005.0 ","27,785.4 ",194.3 ,"-12,845.6 ","90,919.3 ","103,764.9 ",,"19,769.3 ","27,574.9 ","7,805.6 ","538,040.8 ",,"531,117.1 ","399,132.4 ","131,984.7 ",,"129,464.5 ",,"518,437.6 ",,,,,,
10-12.,"521,966.4 ","298,026.7 ","291,785.1 ","242,318.5 ","19,404.4 ","83,107.3 ","-1,350.8 ","104,371.1 ","27,784.4 ",21.8 ,"-9,398.5 ","95,648.4 ","105,046.8 ",,"22,335.2 ","30,722.5 ","8,387.3 ","544,301.6 ",,"531,364.9 ","399,187.6 ","132,177.3 ",,"130,296.1 ",,"523,295.5 ",,,,,,
2015/ 1- 3.,"534,740.5 ","299,198.5 ","292,694.6 ","243,279.0 ","19,962.9 ","87,427.5 ",-182.0 ,"105,104.0 ","26,756.7 ",90.0 ,"-3,617.1 ","95,313.5 ","98,930.6 ",,"20,156.1 ","28,536.8 ","8,380.7 ","554,896.6 ",,"538,357.6 ","406,406.9 ","131,950.7 ",,"134,147.1 ",,"534,832.5 ",,,,,,
4- 6.,"538,358.6 ","300,825.0 ","294,031.7 ","244,637.9 ","20,330.4 ","86,494.7 ","2,701.1 ","104,903.5 ","26,520.3 ",-50.9 ,"-3,365.5 ","93,549.2 ","96,914.7 ",,"21,416.4 ","29,937.7 ","8,521.3 ","559,775.1 ",,"541,724.1 ","410,351.2 ","131,372.9 ",,"133,345.4 ",,"535,708.4 ",,,,,,
7- 9.,"539,897.2 ","301,483.0 ","294,500.1 ","245,150.3 ","20,488.8 ","87,828.6 ",764.5 ,"105,507.5 ","26,560.0 ",-68.9 ,"-2,666.2 ","95,574.0 ","98,240.1 ",,"21,090.0 ","30,264.6 ","9,174.6 ","560,987.3 ",,"542,563.4 ","410,564.9 ","131,998.5 ",,"134,877.4 ",,"539,201.7 ",,,,,,
10-12.,"539,201.5 ","298,865.4 ","291,752.7 ","242,447.0 ","20,429.1 ","87,304.4 ",967.6 ,"106,725.6 ","27,084.2 ",-42.2 ,"-2,132.6 ","90,820.9 ","92,953.5 ",,"22,005.2 ","31,436.1 ","9,430.9 ","561,206.7 ",,"541,334.1 ","407,566.6 ","133,767.5 ",,"134,817.7 ",,"538,276.1 ",,,,,,
2016/ 1- 3.,"545,094.0 ","297,944.1 ","290,763.1 ","241,530.9 ","20,356.3 ","86,324.0 ","1,150.4 ","108,021.4 ","27,769.2 ",-42.4 ,"3,571.2 ","87,997.4 ","84,426.3 ",,"20,152.4 ","29,323.2 ","9,170.8 ","565,246.5 ",,"541,522.9 ","405,774.8 ","135,748.1 ",,"134,449.4 ",,"543,986.0 ",,,,,,
4- 6.,"543,707.1 ","296,862.1 ","289,586.3 ","240,425.3 ","20,877.1 ","86,262.6 ","2,625.0 ","106,409.6 ","26,792.3 ",-188.6 ,"4,067.0 ","85,635.5 ","81,568.5 ",,"18,959.2 ","28,692.3 ","9,733.1 ","562,666.3 ",,"539,640.1 ","406,626.8 ","133,013.3 ",,"133,932.0 ",,"541,270.7 ",,,,,,
7- 9.,"543,588.9 ","297,239.2 ","289,846.4 ","240,778.3 ","21,222.3 ","86,449.0 ",192.2 ,"106,783.8 ","26,950.3 ",-283.5 ,"5,035.7 ","85,827.4 ","80,791.7 ",,"18,234.4 ","28,274.2 ","10,039.8 ","561,823.3 ",,"538,553.2 ","405,102.6 ","133,450.6 ",,"134,621.6 ",,"543,680.3 ",,,,,,
10-12.,"544,387.4 ","298,662.3 ","291,209.5 ","242,202.0 ","21,459.2 ","87,281.9 ","-1,494.9 ","106,897.4 ","27,091.0 ",-309.2 ,"4,799.5 ","89,810.9 ","85,011.4 ",,"18,458.3 ","28,516.1 ","10,057.8 ","562,845.7 ",,"539,587.8 ","405,908.6 ","133,679.2 ",,"135,832.2 ",,"546,191.4 ",,,,,,
2017/ 1- 3.,"547,306.2 ","300,641.4 ","293,194.2 ","244,231.7 ","21,449.4 ","87,890.9 ",-716.6 ,"107,142.4 ","27,525.1 ",-325.0 ,"3,698.5 ","95,465.8 ","91,767.3 ",,"20,855.8 ","31,285.6 ","10,429.8 ","568,162.0 ",,"543,607.7 ","409,265.2 ","134,342.5 ",,"136,865.4 ",,"548,347.7 ",,,,,,
4- 6.,"551,250.3 ","302,894.2 ","295,403.4 ","246,497.3 ","21,693.7 ","88,859.6 ",38.6 ,"107,075.6 ","27,823.0 ",119.5 ,"2,746.0 ","94,843.0 ","92,097.0 ",,"19,649.5 ","30,325.1 ","10,675.6 ","570,899.8 ",,"548,504.2 ","413,486.1 ","135,018.2 ",,"138,376.3 ",,"551,092.2 ",,,,,,
7- 9.,"557,173.5 ","301,625.0 ","294,057.8 ","245,187.1 ","21,652.2 ","89,806.9 ","2,297.9 ","107,609.8 ","27,536.1 ",89.1 ,"6,556.4 ","98,417.4 ","91,861.0 ",,"21,125.4 ","31,558.8 ","10,433.4 ","578,298.9 ",,"550,617.1 ","415,382.0 ","135,235.0 ",,"138,995.3 ",,"554,786.4 ",,,,,,
10-12.,"556,406.9 ","302,957.2 ","295,463.6 ","246,637.6 ","21,052.6 ","90,442.3 ","3,074.9 ","107,604.0 ","27,621.4 ",102.3 ,"3,552.2 ","100,137.6 ","96,585.5 ",,"20,465.7 ","31,531.7 ","11,066.0 ","576,872.7 ",,"552,854.8 ","417,527.0 ","135,327.7 ",,"139,116.3 ",,"553,229.7 ",,,,,,
2018/ 1- 3.,"557,948.1 ","304,664.0 ","297,396.8 ","248,621.3 ","20,660.0 ","91,328.6 ","1,243.1 ","108,699.0 ","27,909.2 ",63.3 ,"3,381.0 ","101,521.6 ","98,140.6 ",,"19,981.2 ","32,004.8 ","12,023.6 ","577,929.3 ",,"554,567.1 ","417,895.6 ","136,671.5 ",,"139,897.8 ",,"556,641.8 ",,,,,,
4- 6.,"559,716.2 ","304,852.3 ","297,924.4 ","249,192.1 ","20,151.0 ","92,765.1 ","1,928.5 ","108,953.6 ","28,700.2 ",-33.3 ,"2,398.8 ","102,224.4 ","99,825.5 ",,"21,665.3 ","33,592.7 ","11,927.4 ","581,381.5 ",,"557,317.4 ","419,696.9 ","137,620.5 ",,"141,616.3 ",,"557,821.0 ",,,,,,
7- 9.,"554,857.2 ","305,529.4 ","298,879.9 ","250,171.7 ","20,261.5 ","90,306.8 ","2,090.6 ","108,805.5 ","28,402.6 ",-18.4 ,-520.9 ,"102,033.1 ","102,554.0 ",,"21,540.4 ","33,685.9 ","12,145.5 ","576,397.6 ",,"555,378.1 ","418,188.4 ","137,189.7 ",,"138,970.9 ",,"552,785.0 ",,,,,,
10-12.,"552,270.4 ","304,069.4 ","297,426.0 ","248,769.1 ","20,563.7 ","92,309.3 ","3,212.3 ","108,996.5 ","28,005.5 ",-69.5 ,"-4,816.9 ","101,864.5 ","106,681.4 ",,"22,165.8 ","34,557.2 ","12,391.3 ","574,436.2 ",,"557,087.3 ","420,154.7 ","136,932.6 ",,"140,878.5 ",,"549,127.6 ",,,,,,
2019/ 1- 3.,"558,434.6 ","305,050.7 ","298,142.3 ","249,505.8 ","21,137.5 ","92,615.3 ","1,410.8 ","109,695.7 ","28,616.1 ",-150.8 ,59.3 ,"98,826.6 ","98,767.2 ",,"21,629.6 ","33,723.9 ","12,094.3 ","580,064.3 ",,"558,375.3 ","420,214.4 ","138,160.9 ",,"142,369.0 ",,"557,174.7 ",,,,,,
4- 6.,"562,554.7 ","306,692.5 ","299,610.7 ","251,002.6 ","21,531.1 ","92,942.0 ","3,442.5 ","111,125.3 ","28,788.8 ",-18.9 ,"-1,948.4 ","98,114.2 ","100,062.6 ",,"22,037.7 ","34,578.0 ","12,540.3 ","584,592.4 ",,"564,503.1 ","424,608.0 ","139,895.2 ",,"143,261.8 ",,"559,131.2 ",,,,,,
7- 9.,"562,300.8 ","308,419.4 ","301,270.9 ","252,687.8 ","21,720.5 ","94,866.3 ",145.8 ,"111,568.1 ","29,170.5 ",-53.3 ,"-3,536.5 ","96,893.2 ","100,429.7 ",,"22,207.3 ","35,347.2 ","13,139.9 ","584,508.1 ",,"565,837.3 ","425,152.0 ","140,685.2 ",,"145,757.3 ",,"562,208.2 ",,,,,,
10-12.,"550,097.0 ","298,109.9 ","290,668.0 ","242,072.6 ","21,653.8 ","88,543.2 ",822.5 ,"112,448.8 ","29,681.7 ",26.3 ,"-1,189.1 ","96,015.7 ","97,204.8 ",,"21,373.5 ","33,928.9 ","12,555.4 ","571,470.5 ",,"551,286.1 ","409,129.3 ","142,156.8 ",,"139,878.7 ",,"549,248.2 ",,,,,,
2020/ 1- 3.,"553,878.2 ","301,134.5 ","293,175.5 ","244,598.3 ","20,669.8 ","91,004.8 ",696.2 ,"112,207.0 ","29,444.3 ",25.1 ,"-1,303.5 ","92,174.9 ","93,478.4 ",,"21,415.3 ","33,050.7 ","11,635.4 ","575,293.6 ",,"555,181.8 ","413,505.3 ","141,676.5 ",,"141,118.9 ",,"553,156.9 ",,,,,,
4- 6.,"512,525.0 ","275,163.8 ","266,580.9 ","218,010.8 ","20,469.8 ","84,021.3 ","1,487.3 ","111,633.9 ","30,286.1 ",-25.8 ,"-10,511.3 ","72,859.5 ","83,370.9 ",,"17,868.3 ","28,363.5 ","10,495.2 ","530,393.4 ",,"523,036.4 ","381,142.2 ","141,894.2 ",,"134,777.2 ",,"511,063.6 ",,,,,,
7- 9.,"538,980.4 ","289,479.3 ","280,360.5 ","231,816.6 ","19,548.5 ","83,713.9 ",-1.2 ,"114,435.1 ","30,736.7 ",27.4 ,"1,040.8 ","80,601.4 ","79,560.6 ",,"18,379.9 ","29,077.9 ","10,698.0 ","557,360.3 ",,"537,939.6 ","392,740.5 ","145,199.1 ",,"133,999.2 ",,"538,954.3 ",,,,,,
10-12.,"546,104.8 ","291,880.7 ","282,498.6 ","233,968.6 ","19,467.6 ","84,605.1 ",-885.4 ,"114,362.7 ","31,351.8 ",-78.0 ,"5,400.3 ","89,138.4 ","83,738.2 ",,"19,999.8 ","29,369.4 ","9,369.6 ","566,104.7 ",,"540,704.6 ","395,068.0 ","145,636.5 ",,"135,424.6 ",,"547,068.3 ",,,,,,
2021/ 1- 3.,"543,564.5 ","291,117.5 ","281,748.0 ","233,207.5 ","19,902.5 ","85,427.7 ",-374.3 ,"114,513.7 ","31,086.2 ",-37.6 ,"1,928.8 ","93,639.9 ","91,711.1 ",,"20,152.1 ","30,489.4 ","10,337.3 ","563,716.6 ",,"541,635.7 ","396,073.4 ","145,562.4 ",,"136,416.4 ",,"543,976.4 ",,,,,,
4- 6.,"544,693.4 ","291,898.5 ","282,551.2 ","234,012.7 ","20,552.9 ","87,863.0 ",-469.6 ,"115,643.5 ","30,347.9 ",-23.6 ,"-1,119.1 ","99,495.9 ","100,615.0 ",,"20,637.5 ","31,374.5 ","10,737.1 ","565,330.9 ",,"545,812.5 ","399,844.8 ","145,967.7 ",,"138,763.8 ",,"545,186.6 ",,,,,,
7- 9.,"538,923.3 ","289,524.1 ","280,087.8 ","231,564.5 ","20,887.8 ","86,342.6 ",-150.4 ,"117,732.0 ","29,719.6 ",-125.6 ,"-5,006.8 ","101,075.6 ","106,082.4 ",,"20,418.6 ","31,010.8 ","10,592.2 ","559,341.9 ",,"543,930.1 ","396,604.1 ","147,326.0 ",,"136,950.0 ",,"539,199.2 ",,,,,,
10-12.,"540,745.2 ","295,165.2 ","285,626.9 ","237,139.8 ","21,091.0 ","87,218.0 ",-745.6 ,"116,658.3 ","28,902.6 ",-3.0 ,"-7,541.2 ","105,084.9 ","112,626.2 ",,"21,435.6 ","32,661.7 ","11,226.1 ","562,180.8 ",,"548,286.5 ","402,728.5 ","145,558.0 ",,"137,211.5 ",,"541,493.8 ",,,,,,
＊年率で表示している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
