scenario,variable,year,quarter,value,variant
8,LE,2020,0,-0.14277793349670165,a_ECM有効
8,LF,2018,0,-0.003587143128899739,a_ECM有効
8,LF,2019,0,-0.058667104359494404,a_ECM有効
8,LF,2020,0,-0.1369474837190049,a_ECM有効
8,LH,2018,0,-0.00885952669775203,a_ECM有効
8,LH,2019,0,-0.03393069054317688,a_ECM有効
8,LH,2020,0,-0.02612537378351154,a_ECM有効
8,M2CD,2018,0,-0.6249999999999978,a_ECM有効
8,M2CD,2019,0,-1.0000000000000009,a_ECM有効
8,M2CD,2020,0,-1.0000000000000009,a_ECM有効
8,MGS,2018,0,0.018688638593822304,a_ECM有効
8,MGS,2019,0,0.01453574823848669,a_ECM有効
8,MGS,2020,0,-0.16436452581581606,a_ECM有効
8,MGSV,2018,0,-0.016686644158986352,a_ECM有効
8,MGSV,2019,0,-0.11312462185637806,a_ECM有効
8,MGSV,2020,0,-0.3556416466907103,a_ECM有効
8,NIV,2018,0,-0.07758939186970071,a_ECM有効
8,NIV,2019,0,-0.3791238128715041,a_ECM有効
8,NIV,2020,0,-0.6999070018400944,a_ECM有効
8,PCP,2018,0,-0.009616288507555137,a_ECM有効
8,PCP,2019,0,-0.029189576974927856,a_ECM有効
8,PCP,2020,0,-0.06374411912851985,a_ECM有効
8,PERR,2018,0,-0.26430994821956233,a_ECM有効
8,PERR,2019,0,-0.9483752847829736,a_ECM有効
8,PERR,2020,0,-0.9970084331116205,a_ECM有効
8,PGDP,2018,0,-0.009789492644082798,a_ECM有効
8,PGDP,2019,0,-0.03389728245760948,a_ECM有効
8,PGDP,2020,0,-0.07047774614400426,a_ECM有効
8,PIFP,2018,0,-0.016621516088197175,a_ECM有効
8,PIFP,2019,0,-0.06134012129237476,a_ECM有効
8,PIFP,2020,0,-0.09290208059231642,a_ECM有効
8,PIHP,2018,0,-0.012090792614286028,a_ECM有効
8,PIHP,2019,0,-0.03697048444957496,a_ECM有効
8,PIHP,2020,0,-0.07489943065702165,a_ECM有効
8,PLAND,2018,0,0.004783451681919515,a_ECM有効
8,PLAND,2019,0,0.07861637189165438,a_ECM有効
8,PLAND,2020,0,0.18798936231460006,a_ECM有効
8,PMGS,2018,0,-0.03536479883569088,a_ECM有効
8,PMGS,2019,0,-0.12764890220232084,a_ECM有効
8,PMGS,2020,0,-0.19159898079094684,a_ECM有効
8,PSHARE,2018,0,-1.6734552774703648,a_ECM有効
8,PSHARE,2019,0,-5.658095597837448,a_ECM有効
8,PSHARE,2020,0,-5.3767311882071755,a_ECM有効
8,PXGS,2018,0,-0.032050573444186714,a_ECM有効
8,PXGS,2019,0,-0.12662082554083243,a_ECM有効
8,PXGS,2020,0,-0.21306943723737315,a_ECM有効
8,RCD,2018,0,0.16240047798840482,a_ECM有効
8,RCD,2019,0,0.2199129837746319,a_ECM有効
8,RCD,2020,0,0.1857381071617186,a_ECM有効
8,RGB,2018,0,0.07631652546251667,a_ECM有効
8,RGB,2019,0,0.09827597874783203,a_ECM有効
8,RGB,2020,0,0.0981275494778001,a_ECM有効
8,SBGVATGDPV,2018,0,0.0629369273796847,a_ECM有効
8,SBGVATGDPV,2019,0,0.32286173228916937,a_ECM有効
8,SBGVATGDPV,2020,0,0.6390387691099946,a_ECM有効
8,TAXV,2018,0,-0.05591151436767361,a_ECM有効
8,TAXV,2019,0,-0.4267034544645998,a_ECM有効
8,TAXV,2020,0,-0.8577521681764816,a_ECM有効
8,TCIV,2018,0,-0.04107955353835624,a_ECM有効
8,TCIV,2019,0,-0.1907054830244781,a_ECM有効
8,TCIV,2020,0,-0.31483527925830757,a_ECM有効
8,TYCV,2018,0,-0.17254923741111816,a_ECM有効
8,TYCV,2019,0,-1.31109485237223,a_ECM有効
8,TYCV,2020,0,-2.5492985678836537,a_ECM有効
8,TYPV,2018,0,-0.0013491269321430632,a_ECM有効
8,TYPV,2019,0,-0.11958213424465014,a_ECM有効
8,TYPV,2020,0,-0.3695756318484289,a_ECM有効
8,UCC,2018,0,0.9522173649306964,a_ECM有効
8,UCC,2019,0,1.824800232803736,a_ECM有効
8,UCC,2020,0,1.2829707178318883,a_ECM有効
8,UR,2018,0,0.0010882529111829742,a_ECM有効
8,UR,2019,0,0.005004267781518079,a_ECM有効
8,UR,2020,0,0.005674589203253366,a_ECM有効
8,WIPH,2018,0,-0.019341963538968554,a_ECM有効
8,WIPH,2019,0,-0.17381265687880232,a_ECM有効
8,WIPH,2020,0,-0.4013870814406628,a_ECM有効
8,XGS,2018,0,-0.0021922797161871843,a_ECM有効
8,XGS,2019,0,-0.026704716093636782,a_ECM有効
8,XGS,2020,0,-0.07177708277787964,a_ECM有効
8,XGSV,2018,0,-0.03424164982226696,a_ECM有効
8,XGSV,2019,0,-0.15328871904352337,a_ECM有効
8,XGSV,2020,0,-0.2846907614870886,a_ECM有効
8,YCV,2018,0,-0.7726929459950016,a_ECM有効
8,YCV,2019,0,-1.967938238119185,a_ECM有効
8,YCV,2020,0,-3.524721598000427,a_ECM有効
8,YDV,2018,0,0.06196756496059663,a_ECM有効
8,YDV,2019,0,-0.08695706157736405,a_ECM有効
8,YDV,2020,0,-0.3383300510505477,a_ECM有効
8,YWV,2018,0,-0.031215691976399507,a_ECM有効
8,YWV,2019,0,-0.257374689258269,a_ECM有効
8,YWV,2020,0,-0.5401776014146875,a_ECM有効
9,GDP,2018,1,0.012495966943637526,a_ECM有効
9,GDP,2018,2,0.056878791992787114,a_ECM有効
9,GDP,2018,3,0.31772394888180955,a_ECM有効
9,GDP,2018,4,0.4064529111566628,a_ECM有効
9,GDP,2019,1,0.4920894055682856,a_ECM有効
9,GDP,2019,2,0.5622139577054819,a_ECM有効
9,GDP,2019,3,0.5615003387374973,a_ECM有効
9,GDP,2019,4,0.5589351572594214,a_ECM有効
9,GDP,2020,1,0.5232904213804623,a_ECM有効
9,GDP,2020,2,0.4458481397857872,a_ECM有効
9,GDP,2020,3,0.4193107779266736,a_ECM有効
9,GDP,2020,4,0.4043593224833941,a_ECM有効
9,CP,2018,1,0.0002051810289893652,a_ECM有効
9,CP,2018,2,0.01861564347647171,a_ECM有効
9,CP,2018,3,0.10088342253620208,a_ECM有効
9,CP,2018,4,0.2001635372450572,a_ECM有効
9,CP,2019,1,0.2514833211676004,a_ECM有効
9,CP,2019,2,0.30285300995969155,a_ECM有効
9,CP,2019,3,0.355813635158686,a_ECM有効
9,CP,2019,4,0.376031903862728,a_ECM有効
9,CP,2020,1,0.37455349106880753,a_ECM有効
9,CP,2020,2,0.3723204943850922,a_ECM有効
9,CP,2020,3,0.325179293326916,a_ECM有効
9,CP,2020,4,0.2964804829868495,a_ECM有効
9,IFP,2018,1,0.028923966304272852,a_ECM有効
9,IFP,2018,2,0.0955076822842571,a_ECM有効
9,IFP,2018,3,0.18573665218128976,a_ECM有効
9,IFP,2018,4,0.27203445043726404,a_ECM有効
9,IFP,2019,1,0.3202464836713048,a_ECM有効
9,IFP,2019,2,0.3159898639487846,a_ECM有効
9,IFP,2019,3,0.26891806154429876,a_ECM有効
9,IFP,2019,4,0.2065296496006397,a_ECM有効
9,IFP,2020,1,0.1340550146454733,a_ECM有効
9,IFP,2020,2,0.06730514512227614,a_ECM有効
9,IFP,2020,3,0.004999293850982411,a_ECM有効
9,IFP,2020,4,-0.04682519921732631,a_ECM有効
9,IHP,2018,1,0.22215200562558657,a_ECM有効
9,IHP,2018,2,0.4144095520983493,a_ECM有効
9,IHP,2018,3,0.4695979819586027,a_ECM有効
9,IHP,2018,4,0.5465556648422742,a_ECM有効
9,IHP,2019,1,0.417266887861123,a_ECM有効
9,IHP,2019,2,0.3854792443781063,a_ECM有効
9,IHP,2019,3,0.5104312757219676,a_ECM有効
9,IHP,2019,4,0.6627710327695713,a_ECM有効
9,IHP,2020,1,0.8141871357861818,a_ECM有効
9,IHP,2020,2,0.9091472633623754,a_ECM有効
9,IHP,2020,3,1.037757622275226,a_ECM有効
9,IHP,2020,4,1.1182508057023144,a_ECM有効
9,IG,2018,1,0.0,a_ECM有効
9,IG,2018,2,0.0,a_ECM有効
9,IG,2018,3,0.0,a_ECM有効
9,IG,2018,4,0.0,a_ECM有効
9,IG,2019,1,0.0,a_ECM有効
9,IG,2019,2,0.0,a_ECM有効
9,IG,2019,3,0.0,a_ECM有効
9,IG,2019,4,0.0,a_ECM有効
9,IG,2020,1,0.0,a_ECM有効
9,IG,2020,2,0.0,a_ECM有効
9,IG,2020,3,0.0,a_ECM有効
9,IG,2020,4,0.0,a_ECM有効
9,CG,2018,1,0.0,a_ECM有効
9,CG,2018,2,-9.547918011776346e-13,a_ECM有効
9,CG,2018,3,1.8207657603852567e-12,a_ECM有効
9,CG,2018,4,4.618527782440651e-12,a_ECM有効
9,CG,2019,1,3.241851231905457e-12,a_ECM有効
9,CG,2019,2,5.617728504603292e-12,a_ECM有効
9,CG,2019,3,1.2212453270876722e-12,a_ECM有効
9,CG,2019,4,1.532107773982716e-12,a_ECM有効
9,CG,2020,1,-1.687538997430238e-12,a_ECM有効
9,CG,2020,2,-2.398081733190338e-12,a_ECM有効
9,CG,2020,3,2.19824158875781e-12,a_ECM有効
9,CG,2020,4,6.483702463810914e-12,a_ECM有効
9,XGS,2018,1,0.0,a_ECM有効
9,XGS,2018,2,0.35183310498083653,a_ECM有効
9,XGS,2018,3,0.7213302654926812,a_ECM有効
9,XGS,2018,4,1.105551742937716,a_ECM有効
9,XGS,2019,1,1.502147828120104,a_ECM有効
9,XGS,2019,2,1.8166134122360678,a_ECM有効
9,XGS,2019,3,1.97369858812797,a_ECM有効
9,XGS,2019,4,2.005995867872956,a_ECM有効
9,XGS,2020,1,1.9397085271233738,a_ECM有効
9,XGS,2020,2,1.7955358135983257,a_ECM有効
9,XGS,2020,3,1.6820734943464144,a_ECM有効
9,XGS,2020,4,1.5926098349977602,a_ECM有効
9,MGS,2018,1,0.0017281426921256227,a_ECM有効
9,MGS,2018,2,0.2680690245720152,a_ECM有効
9,MGS,2018,3,-0.237703461000216,a_ECM有効
9,MGS,2018,4,0.09787204234643632,a_ECM有効
9,MGS,2019,1,0.16234382342767972,a_ECM有効
9,MGS,2019,2,0.2536520042775825,a_ECM有効
9,MGS,2019,3,0.33848576014188225,a_ECM有効
9,MGS,2019,4,0.39685911860261047,a_ECM有効
9,MGS,2020,1,0.4145571987100194,a_ECM有効
9,MGS,2020,2,0.4168946144541108,a_ECM有効
9,MGS,2020,3,0.37852680987857656,a_ECM有効
9,MGS,2020,4,0.3235872645944271,a_ECM有効
9,GDPD,2018,1,0.05002324271852354,a_ECM有効
9,GDPD,2018,2,0.17820943139841194,a_ECM有効
9,GDPD,2018,3,1.037601149171183,a_ECM有効
9,GDPD,2018,4,0.3528817164113862,a_ECM有効
9,GDPD,2019,1,0.34199230386007096,a_ECM有効
9,GDPD,2019,2,0.28038640191235653,a_ECM有効
9,GDPD,2019,3,-0.002843970543377372,a_ECM有効
9,GDPD,2019,4,-0.009907439574087462,a_ECM有効
9,GDPD,2020,1,-0.14253128260466652,a_ECM有効
9,GDPD,2020,2,-0.2847137702347631,a_ECM有効
9,GDPD,2020,3,-0.11143410924138308,a_ECM有効
9,GDPD,2020,4,-0.06057045342085754,a_ECM有効
9,PGDP,2018,1,0.05573246401080478,a_ECM有効
9,PGDP,2018,2,0.09005788187821384,a_ECM有効
9,PGDP,2018,3,0.09342228690960575,a_ECM有効
9,PGDP,2018,4,0.07910382296636431,a_ECM有効
9,PGDP,2019,1,0.1489113913362372,a_ECM有効
9,PGDP,2019,2,0.12725809994944548,a_ECM有効
9,PGDP,2019,3,0.15637037248397156,a_ECM有効
9,PGDP,2019,4,0.19418930181447358,a_ECM有効
9,PGDP,2020,1,0.2241078351324255,a_ECM有効
9,PGDP,2020,2,0.23013886907179426,a_ECM有効
9,PGDP,2020,3,0.33188611312224836,a_ECM有効
9,PGDP,2020,4,0.38162839017055195,a_ECM有効
9,PCP,2018,1,0.15709219471180536,a_ECM有効
9,PCP,2018,2,0.1524265380871359,a_ECM有効
9,PCP,2018,3,0.14781464507465092,a_ECM有効
9,PCP,2018,4,0.14554378465279072,a_ECM有効
9,PCP,2019,1,0.1482684369964682,a_ECM有効
9,PCP,2019,2,0.15795114154231182,a_ECM有効
9,PCP,2019,3,0.17533377147611606,a_ECM有効
9,PCP,2019,4,0.1979332735536632,a_ECM有効
9,PCP,2020,1,0.22386417400885872,a_ECM有効
9,PCP,2020,2,0.2516331908464897,a_ECM有効
9,PCP,2020,3,0.2787022202829226,a_ECM有効
9,PCP,2020,4,0.30426837038191046,a_ECM有効
9,PIFP,2018,1,-0.0015263660219533293,a_ECM有効
9,PIFP,2018,2,0.017488301336587853,a_ECM有効
9,PIFP,2018,3,0.07568645971440802,a_ECM有効
9,PIFP,2018,4,0.125148774231576,a_ECM有効
9,PIFP,2019,1,0.17417106876143063,a_ECM有効
9,PIFP,2019,2,0.22479336423675278,a_ECM有効
9,PIFP,2019,3,0.2690317313004398,a_ECM有効
9,PIFP,2019,4,0.309139574884143,a_ECM有効
9,PIFP,2020,1,0.34678800477969673,a_ECM有効
9,PIFP,2020,2,0.37449631205683787,a_ECM有効
9,PIFP,2020,3,0.40763692405185736,a_ECM有効
9,PIFP,2020,4,0.4408366182307999,a_ECM有効
9,PIHP,2018,1,0.2924887381230423,a_ECM有効
9,PIHP,2018,2,0.4321756875901972,a_ECM有効
9,PIHP,2018,3,0.41299034705089,a_ECM有効
9,PIHP,2018,4,0.4020846607822204,a_ECM有効
9,PIHP,2019,1,0.38730357547491767,a_ECM有効
9,PIHP,2019,2,0.3980252787798788,a_ECM有効
9,PIHP,2019,3,0.41302467878900906,a_ECM有効
9,PIHP,2019,4,0.4324866007987538,a_ECM有効
9,PIHP,2020,1,0.46133972103616916,a_ECM有効
9,PIHP,2020,2,0.47873301560061865,a_ECM有効
9,PIHP,2020,3,0.5012585233544975,a_ECM有効
9,PIHP,2020,4,0.527618835472965,a_ECM有効
9,PXGS,2018,1,3.8792196908513876,a_ECM有効
9,PXGS,2018,2,3.777449285268597,a_ECM有効
9,PXGS,2018,3,3.6911331359797295,a_ECM有効
9,PXGS,2018,4,3.617744410503132,a_ECM有効
9,PXGS,2019,1,3.5579635741172178,a_ECM有効
9,PXGS,2019,2,3.505477425307224,a_ECM有効
9,PXGS,2019,3,3.466657424324837,a_ECM有効
9,PXGS,2019,4,3.434494832448509,a_ECM有効
9,PXGS,2020,1,3.4100405716367854,a_ECM有効
9,PXGS,2020,2,3.3927065622419095,a_ECM有効
9,PXGS,2020,3,3.3762537987088947,a_ECM有効
9,PXGS,2020,4,3.3656172672945184,a_ECM有効
9,PMGS,2018,1,4.27996819643881,a_ECM有効
9,PMGS,2018,2,4.11439494190069,a_ECM有効
9,PMGS,2018,3,3.954392685653718,a_ECM有効
9,PMGS,2018,4,3.8654396482631803,a_ECM有効
9,PMGS,2019,1,3.6193377417760075,a_ECM有効
9,PMGS,2019,2,3.6960598687013624,a_ECM有効
9,PMGS,2019,3,3.5376749640327,a_ECM有効
9,PMGS,2019,4,3.4797274893596963,a_ECM有効
9,PMGS,2020,1,3.4492304647302907,a_ECM有効
9,PMGS,2020,2,3.195083108846908,a_ECM有効
9,PMGS,2020,3,3.1788686348583006,a_ECM有効
9,PMGS,2020,4,3.12379959516631,a_ECM有効
9,CGPI,2018,1,0.8621604454218446,a_ECM有効
9,CGPI,2018,2,0.8523749027842698,a_ECM有効
9,CGPI,2018,3,0.8425421477158856,a_ECM有効
9,CGPI,2018,4,0.8575129823084948,a_ECM有効
9,CGPI,2019,1,0.836268203245849,a_ECM有効
9,CGPI,2019,2,0.8819100434874549,a_ECM有効
9,CGPI,2019,3,0.885221639773226,a_ECM有効
9,CGPI,2019,4,0.9081518809536115,a_ECM有効
9,CGPI,2020,1,0.9356183634223081,a_ECM有効
9,CGPI,2020,2,0.9184975976317178,a_ECM有効
9,CGPI,2020,3,0.9465100017669315,a_ECM有効
9,CGPI,2020,4,0.9631403588369114,a_ECM有効
9,GDPV,2018,1,0.06823539526472633,a_ECM有効
9,GDPV,2018,2,0.1469878977063077,a_ECM有効
9,GDPV,2018,3,0.4114430607705444,a_ECM有効
9,GDPV,2018,4,0.48587825391428474,a_ECM有効
9,GDPV,2019,1,0.6417335740849683,a_ECM有効
9,GDPV,2019,2,0.6901875204551766,a_ECM有効
9,GDPV,2019,3,0.7187487313926599,a_ECM有効
9,GDPV,2019,4,0.7542098513533713,a_ECM有効
9,GDPV,2020,1,0.7485709913477079,a_ECM有効
9,GDPV,2020,2,0.6770130787242534,a_ECM有効
9,GDPV,2020,3,0.7525885252917197,a_ECM有効
9,GDPV,2020,4,0.7875308626268396,a_ECM有効
9,CPV,2018,1,0.15729769806345217,a_ECM有効
9,CPV,2018,2,0.17107055674892013,a_ECM有効
9,CPV,2018,3,0.24884718808848572,a_ECM有効
9,CPV,2018,4,0.3459986474841692,a_ECM有効
9,CPV,2019,1,0.4001246285576965,a_ECM有効
9,CPV,2019,2,0.4612825112775276,a_ECM有効
9,CPV,2019,3,0.5317712681007558,a_ECM有効
9,CPV,2019,4,0.5747094696659794,a_ECM有効
9,CPV,2020,1,0.5992561561561693,a_ECM有効
9,CPV,2020,2,0.6248905671830007,a_ECM有効
9,CPV,2020,3,0.6047877955329239,a_ECM有効
9,CPV,2020,4,0.6016509497182465,a_ECM有効
9,IFPV,2018,1,0.027397158790720688,a_ECM有効
9,IFPV,2018,2,0.11301268630863337,a_ECM有効
9,IFPV,2018,3,0.2615636894087947,a_ECM有効
9,IFPV,2018,4,0.39752367244076936,a_ECM有効
9,IFPV,2019,1,0.4949753291705772,a_ECM有効
9,IFPV,2019,2,0.5414935524066022,a_ECM有効
9,IFPV,2019,3,0.5386732677637784,a_ECM有効
9,IFPV,2019,4,0.516307689346962,a_ECM有効
9,IFPV,2020,1,0.4813079061313008,a_ECM有効
9,IFPV,2020,2,0.44205351249078095,a_ECM有効
9,IFPV,2020,3,0.4126565968938678,a_ECM有効
9,IFPV,2020,4,0.3938049964133272,a_ECM有効
9,IHPV,2018,1,0.5152905133453567,a_ECM有効
9,IHPV,2018,2,0.8483762170263143,a_ECM有効
9,IHPV,2018,3,0.8845277233519244,a_ECM有効
9,IHPV,2018,4,0.9508379421133473,a_ECM有効
9,IHPV,2019,1,0.8061865529180201,a_ECM有効
9,IHPV,2019,2,0.7850388279794229,a_ECM有効
9,IHPV,2019,3,0.9255641616480181,a_ECM有効
9,IHPV,2019,4,1.0981240294680061,a_ECM有効
9,IHPV,2020,1,1.2792830254823917,a_ECM有効
9,IHPV,2020,2,1.3922326670916307,a_ECM有効
9,IHPV,2020,3,1.544217994183139,a_ECM有効
9,IHPV,2020,4,1.6517697430771694,a_ECM有効
9,IGV,2018,1,0.06960381647327374,a_ECM有効
9,IGV,2018,2,0.13117394881450029,a_ECM有効
9,IGV,2018,3,0.17733132398773943,a_ECM有効
9,IGV,2018,4,0.22333042663100766,a_ECM有効
9,IGV,2019,1,0.2629558384507291,a_ECM有効
9,IGV,2019,2,0.3130983791120423,a_ECM有効
9,IGV,2019,3,0.35672448868613316,a_ECM有効
9,IGV,2019,4,0.3994370623709331,a_ECM有効
9,IGV,2020,1,0.44149528437493757,a_ECM有効
9,IGV,2020,2,0.4727693471137995,a_ECM有効
9,IGV,2020,3,0.5096869192703579,a_ECM有効
9,IGV,2020,4,0.5477879844724365,a_ECM有効
9,CGV,2018,1,2.220446049250313e-14,a_ECM有効
9,CGV,2018,2,0.13593472083808233,a_ECM有効
9,CGV,2018,3,0.09411901538074474,a_ECM有効
9,CGV,2018,4,0.13868421060074798,a_ECM有効
9,CGV,2019,1,0.11449635797962099,a_ECM有効
9,CGV,2019,2,0.13692143540879886,a_ECM有効
9,CGV,2019,3,0.1342293607397016,a_ECM有効
9,CGV,2019,4,0.15741974265348624,a_ECM有効
9,CGV,2020,1,0.1711917080142067,a_ECM有効
9,CGV,2020,2,0.19718321951893714,a_ECM有効
9,CGV,2020,3,0.2185501495626463,a_ECM有効
9,CGV,2020,4,0.2439697303423083,a_ECM有効
9,XGSV,2018,1,3.8792196908513876,a_ECM有効
9,XGSV,2018,2,4.142572707358871,a_ECM有効
9,XGSV,2018,3,4.439088661921842,a_ECM有効
9,XGSV,2018,4,4.763292189826207,a_ECM有効
9,XGSV,2019,1,5.113557274791214,a_ECM有効
9,XGSV,2019,2,5.385771810614348,a_ECM有効
9,XGSV,2019,3,5.508777381091945,a_ECM有効
9,XGSV,2019,4,5.509386524742688,a_ECM有効
9,XGSV,2020,1,5.415893946506545,a_ECM有効
9,XGSV,2020,2,5.249159637215572,a_ECM有効
9,XGSV,2020,3,5.115118363305249,a_ECM有効
9,XGSV,2020,4,5.011828253899608,a_ECM有効
9,MGSV,2018,1,4.281770303088561,a_ECM有効
9,MGSV,2018,2,4.393493384860481,a_ECM有効
9,MGSV,2018,3,3.7072894963781966,a_ECM有効
9,MGSV,2018,4,3.967094875339039,a_ECM有効
9,MGSV,2019,1,3.7875573364764437,a_ECM有効
9,MGSV,2019,2,3.959087002915207,a_ECM有効
9,MGSV,2019,3,3.8881352501679567,a_ECM有効
9,MGSV,2019,4,3.8903962238063583,a_ECM有効
9,MGSV,2020,1,3.878086696631944,a_ECM有効
9,MGSV,2020,2,3.6252978527091306,a_ECM有効
9,MGSV,2020,3,3.5694283147706507,a_ECM有効
9,MGSV,2020,4,3.457495077422146,a_ECM有効
9,NIV,2018,1,0.3227071326870057,a_ECM有効
9,NIV,2018,2,0.5322983982679386,a_ECM有効
9,NIV,2018,3,0.8620208330467616,a_ECM有効
9,NIV,2018,4,0.9412405273280466,a_ECM有効
9,NIV,2019,1,1.1418882809819397,a_ECM有効
9,NIV,2019,2,1.1516599722316556,a_ECM有効
9,NIV,2019,3,1.1291550669387362,a_ECM有効
9,NIV,2019,4,1.1077306399960074,a_ECM有効
9,NIV,2020,1,1.0435329688123884,a_ECM有効
9,NIV,2020,2,0.8487046704461765,a_ECM有効
9,NIV,2020,3,0.9021357751005432,a_ECM有効
9,NIV,2020,4,0.9418013053994478,a_ECM有効
9,YWV,2018,1,0.2764171030791296,a_ECM有効
9,YWV,2018,2,0.4599617977704584,a_ECM有効
9,YWV,2018,3,0.6458647161808662,a_ECM有効
9,YWV,2018,4,0.7001253495141135,a_ECM有効
9,YWV,2019,1,0.8313683703274899,a_ECM有効
9,YWV,2019,2,0.8716866668784018,a_ECM有効
9,YWV,2019,3,0.8550835646739197,a_ECM有効
9,YWV,2019,4,0.8518985028361126,a_ECM有効
9,YWV,2020,1,0.8175278385989637,a_ECM有効
9,YWV,2020,2,0.6723566996188479,a_ECM有効
9,YWV,2020,3,0.7500403457854521,a_ECM有効
9,YWV,2020,4,0.8025100062035051,a_ECM有効
9,YCV,2018,1,0.8460403876150435,a_ECM有効
9,YCV,2018,2,0.7502324209573752,a_ECM有効
9,YCV,2018,3,1.9718820455054908,a_ECM有効
9,YCV,2018,4,2.1861472047835395,a_ECM有効
9,YCV,2019,1,2.7882985781372938,a_ECM有効
9,YCV,2019,2,2.2666309446658595,a_ECM有効
9,YCV,2019,3,2.1157427418080577,a_ECM有効
9,YCV,2019,4,2.234608258842141,a_ECM有効
9,YCV,2020,1,1.77696748584939,a_ECM有効
9,YCV,2020,2,1.4907608876211897,a_ECM有効
9,YCV,2020,3,1.2800376964349214,a_ECM有効
9,YCV,2020,4,1.1708868628945046,a_ECM有効
9,YDV,2018,1,0.23898303785756525,a_ECM有効
9,YDV,2018,2,0.5141266080330276,a_ECM有効
9,YDV,2018,3,0.6338888863717695,a_ECM有効
9,YDV,2018,4,0.7121333243823802,a_ECM有効
9,YDV,2019,1,0.8342575804914931,a_ECM有効
9,YDV,2019,2,0.9079948652561232,a_ECM有効
9,YDV,2019,3,0.8916774437722985,a_ECM有効
9,YDV,2019,4,0.8883852324724106,a_ECM有効
9,YDV,2020,1,0.8711305327076868,a_ECM有効
9,YDV,2020,2,0.6676436993390489,a_ECM有効
9,YDV,2020,3,0.7785084331866088,a_ECM有効
9,YDV,2020,4,0.8565444511828835,a_ECM有効
9,TAXV,2018,1,0.0837954152078213,a_ECM有効
9,TAXV,2018,2,0.18612201867487244,a_ECM有効
9,TAXV,2018,3,0.35355855452336993,a_ECM有効
9,TAXV,2018,4,0.6081064379697576,a_ECM有効
9,TAXV,2019,1,0.8378838166099634,a_ECM有効
9,TAXV,2019,2,1.0197884845050353,a_ECM有効
9,TAXV,2019,3,1.1873117050232862,a_ECM有効
9,TAXV,2019,4,1.25434823985211,a_ECM有効
9,TAXV,2020,1,1.2993158987858466,a_ECM有効
9,TAXV,2020,2,1.1764550232934434,a_ECM有効
9,TAXV,2020,3,1.1245643884482792,a_ECM有効
9,TAXV,2020,4,1.0782591454565171,a_ECM有効
9,TYPV,2018,1,0.05447297830241116,a_ECM有効
9,TYPV,2018,2,0.1838702338732734,a_ECM有効
9,TYPV,2018,3,0.4952637101812263,a_ECM有効
9,TYPV,2018,4,0.7326075104416852,a_ECM有効
9,TYPV,2019,1,0.9271169933843693,a_ECM有効
9,TYPV,2019,2,1.0774764849222684,a_ECM有効
9,TYPV,2019,3,1.1473287266477339,a_ECM有効
9,TYPV,2019,4,1.1827811452590709,a_ECM有効
9,TYPV,2020,1,1.1749132965087838,a_ECM有効
9,TYPV,2020,2,1.0658961122648858,a_ECM有効
9,TYPV,2020,3,1.024641520825198,a_ECM有効
9,TYPV,2020,4,1.0035792720165304,a_ECM有効
9,TYCV,2018,1,-0.0012646419182638091,a_ECM有効
9,TYCV,2018,2,0.18866931797789643,a_ECM有効
9,TYCV,2018,3,0.42630311276690147,a_ECM有効
9,TYCV,2018,4,0.9800973085781983,a_ECM有効
9,TYCV,2019,1,1.5643220107188105,a_ECM有効
9,TYCV,2019,2,2.062121020813379,a_ECM有効
9,TYCV,2019,3,2.54022891047212,a_ECM有効
9,TYCV,2019,4,2.6239477699798286,a_ECM有効
9,TYCV,2020,1,2.6692837369683087,a_ECM有効
9,TYCV,2020,2,2.442649459959556,a_ECM有効
9,TYCV,2020,3,2.3229115564314284,a_ECM有効
9,TYCV,2020,4,2.1083648634822927,a_ECM有効
9,TCIV,2018,1,0.10346465225030688,a_ECM有効
9,TCIV,2018,2,0.16116426475105694,a_ECM有効
9,TCIV,2018,3,0.21929211727769182,a_ECM有効
9,TCIV,2018,4,0.3017991839028733,a_ECM有効
9,TCIV,2019,1,0.33679014224483605,a_ECM有効
9,TCIV,2019,2,0.37967086724592924,a_ECM有効
9,TCIV,2019,3,0.4212725315739796,a_ECM有効
9,TCIV,2019,4,0.4433836195097074,a_ECM有効
9,TCIV,2020,1,0.4605193025708054,a_ECM有効
9,TCIV,2020,2,0.4733176268900241,a_ECM有効
9,TCIV,2020,3,0.47012415559299914,a_ECM有効
9,TCIV,2020,4,0.4816747467545568,a_ECM有効
9,WIPH,2018,1,0.25078379297847064,a_ECM有効
9,WIPH,2018,2,0.3766854902551575,a_ECM有効
9,WIPH,2018,3,0.4680709886843992,a_ECM有効
9,WIPH,2018,4,0.4998339953244946,a_ECM有効
9,WIPH,2019,1,0.5864165410101707,a_ECM有効
9,WIPH,2019,2,0.6138661276957391,a_ECM有効
9,WIPH,2019,3,0.6165313960571073,a_ECM有効
9,WIPH,2019,4,0.6310628344653235,a_ECM有効
9,WIPH,2020,1,0.6253995722025563,a_ECM有効
9,WIPH,2020,2,0.5527815629038368,a_ECM有効
9,WIPH,2020,3,0.6192129859825979,a_ECM有効
9,WIPH,2020,4,0.6691823973810296,a_ECM有効
9,LE,2018,1,0.03289459522746174,a_ECM有効
9,LE,2018,2,0.08381247435518269,a_ECM有効
9,LE,2018,3,0.1250518625372843,a_ECM有効
9,LE,2018,4,0.1424711405682455,a_ECM有効
9,LE,2019,1,0.18442287953479575,a_ECM有効
